order_id,customer_id,promotion_id,order_date,order_status,shipping_address,billing_address,discount_amount,shipping_charge,order_total_amount
1574,159,33.0,2026-09-12,Delivered,"H.No. 843, Om Street, Durgapur 689363","H.No. 843, Om Street, Durgapur 689363",386.29,0.0,1547.11
1575,159,,2026-09-15,Delivered,,"H.No. 843, Om Street, Durgapur 689363",0.0,74.38,790.87
1576,160,,2025-03-19,Delivered,"H.No. 18, Dani Circle, Ratlam-056647","H.No. 18, Dani Circle, Ratlam-056647",0.0,0.0,6965.08
1577,161,,2025-06-09,Delivered,"H.No. 728, Singh, Udaipur 772233","H.No. 728, Singh, Udaipur 772233",0.0,0.0,2743.56
1578,161,,2025-08-17,Delivered,"H.No. 728, Singh, Udaipur 772233","H.No. 728, Singh, Udaipur 772233",0.0,0.0,2885.49
1579,161,11.0,2025-09-30,Delivered,"H.No. 728, Singh, Udaipur 772233","H.No. 728, Singh, Udaipur 772233",691.44,0.0,2197.97
1580,161,,2026-07-30,Delivered,"H.No. 728, Singh, Udaipur 772233","H.No. 728, Singh, Udaipur 772233",0.0,0.0,1353.12
1581,162,,2025-05-21,Delivered,"99, Yadav, Saharsa-770388","99, Yadav, Saharsa-770388",0.0,0.0,2174.44
1582,162,86.0,2025-10-24,Delivered,"99, Yadav, Saharsa-770388","99, Yadav, Saharsa-770388",1043.44,0.0,2629.35
1583,162,54.0,2026-01-08,Delivered,"99, Yadav, Saharsa-770388","99, Yadav, Saharsa-770388",1001.55,0.0,1803.92
1584,162,,2026-01-22,Delivered,"99, Yadav, Saharsa-770388","99, Yadav, Saharsa-770388",0.0,0.0,5956.14
1585,162,,2026-05-29,Delivered,"99, Yadav, Saharsa-770388","99, Yadav, Saharsa-770388",0.0,0.0,4088.36
1586,162,,2026-06-17,Delivered,"99, Yadav, Saharsa-770388","99, Yadav, Saharsa-770388",0.0,0.0,3449.06
1587,162,,2026-08-19,Delivered,"99, Yadav, Saharsa-770388","99, Yadav, Saharsa-770388",0.0,96.76,486.45
1588,162,,2026-08-26,Delivered,"99, Yadav, Saharsa-770388","99, Yadav, Saharsa-770388",0.0,0.0,5487.12
1589,162,,2026-08-27,Delivered,"99, Yadav, Saharsa-770388","99, Yadav, Saharsa-770388",0.0,0.0,1643.11
1590,162,33.0,2026-08-28,Delivered,,"99, Yadav, Saharsa-770388",497.38,0.0,1992.02
1591,162,16.0,2026-09-12,Delivered,"99, Yadav, Saharsa-770388","99, Yadav, Saharsa-770388",203.21,0.0,884.04
1592,163,,2024-09-13,Delivered,"71/812, Deshmukh, Haridwar-702793","71/812, Deshmukh, Haridwar-702793",0.0,0.0,3869.57
1593,163,,2025-03-04,Delivered,"71/812, Deshmukh, Haridwar-702793","71/812, Deshmukh, Haridwar-702793",0.0,0.0,2361.81
1594,163,,2025-11-05,Delivered,"71/812, Deshmukh, Haridwar-702793","71/812, Deshmukh, Haridwar-702793",0.0,0.0,5144.22
1595,163,,2026-01-12,Delivered,"71/812, Deshmukh, Haridwar-702793","71/812, Deshmukh, Haridwar-702793",0.0,0.0,1030.13
1596,163,,2026-01-30,Delivered,"71/812, Deshmukh, Haridwar-702793","71/812, Deshmukh, Haridwar-702793",0.0,80.9,735.26
1597,163,,2026-04-02,Delivered,,"71/812, Deshmukh, Haridwar-702793",0.0,0.0,2132.48
1598,164,,2026-09-14,Delivered,"592, Dhillon Street, Faridabad-447421","592, Dhillon Street, Faridabad-447421",0.0,0.0,4807.15
1599,165,,2026-09-08,Delivered,"H.No. 990, Mall Ganj, Dhanbad-205020","H.No. 990, Mall Ganj, Dhanbad-205020",0.0,48.72,971.14
1600,166,,2026-03-12,Delivered,"H.No. 55, Bir Marg, Jamalpur 472145","H.No. 55, Bir Marg, Jamalpur 472145",0.0,0.0,1393.05
1601,166,60.0,2026-03-12,Delivered,"H.No. 55, Bir Marg, Jamalpur 472145","H.No. 55, Bir Marg, Jamalpur 472145",299.97,0.0,1018.6
1602,166,,12 Mar 2026,Delivered,"H.No. 55, Bir Marg, Jamalpur 472145","H.No. 55, Bir Marg, Jamalpur 472145",0.0,0.0,1303.84
1603,166,23.0,2026-03-13,Delivered,"H.No. 55, Bir Marg, Jamalpur 472145","H.No. 55, Bir Marg, Jamalpur 472145",124.92,83.88,613.32
1604,166,14.0,2026-03-13,Delivered,"H.No. 55, Bir Marg, Jamalpur 472145","H.No. 55, Bir Marg, Jamalpur 472145",195.25,0.0,926.86
1605,166,26.0,2026-03-14,Cancelled,"H.No. 55, Bir Marg, Jamalpur 472145","H.No. 55, Bir Marg, Jamalpur 472145",1146.84,0.0,2140.18
1606,166,27.0,2026-03-14,Delivered,"H.No. 55, Bir Marg, Jamalpur 472145","H.No. 55, Bir Marg, Jamalpur 472145",429.41,67.92,627.24
1607,166,82.0,2026-03-14,Delivered,,"H.No. 55, Bir Marg, Jamalpur 472145",206.61,96.02,479.88
1608,166,30.0,2026-03-16,Delivered,"H.No. 55, Bir Marg, Jamalpur 472145","H.No. 55, Bir Marg, Jamalpur 472145",683.41,0.0,2528.08
1609,166,,2026-03-16,Delivered,"H.No. 55, Bir Marg, Jamalpur 472145","H.No. 55, Bir Marg, Jamalpur 472145",0.0,78.09,854.29
1610,166,,2026-03-17,Delivered,"H.No. 55, Bir Marg, Jamalpur 472145","H.No. 55, Bir Marg, Jamalpur 472145",0.0,76.11,1017.28
1611,166,30.0,2026-03-17,Delivered,"H.No. 55, Bir Marg, Jamalpur 472145","H.No. 55, Bir Marg, Jamalpur 472145",310.56,0.0,1148.86
1612,166,30.0,2026-03-19,Delivered,"H.No. 55, Bir Marg, Jamalpur 472145","H.No. 55, Bir Marg, Jamalpur 472145",462.72,0.0,1711.72
1613,166,,2026-03-20,Delivered,"H.No. 55, Bir Marg, Jamalpur 472145","H.No. 55, Bir Marg, Jamalpur 472145",0.0,94.13,644.39
1614,166,,2026-03-20,Delivered,"H.No. 55, Bir Marg, Jamalpur 472145","H.No. 55, Bir Marg, Jamalpur 472145",0.0,79.46,586.95
1615,166,30.0,2026-03-20,Delivered,"H.No. 55, Bir Marg, Jamalpur 472145","H.No. 55, Bir Marg, Jamalpur 472145",118.32,40.73,478.43
1616,166,,2026-03-21,Delivered,"H.No. 55, Bir Marg, Jamalpur 472145","H.No. 55, Bir Marg, Jamalpur 472145",0.0,56.78,752.42
1617,166,,2026-03-22,Delivered,"H.No. 55, Bir Marg, Jamalpur 472145","H.No. 55, Bir Marg, Jamalpur 472145",0.0,0.0,1046.47
1618,166,,2026-03-22,Delivered,"H.No. 55, Bir Marg, Jamalpur 472145","H.No. 55, Bir Marg, Jamalpur 472145",0.0,0.0,2972.8
1619,167,,2024-12-13,Delivered,"97/87, Gole Chowk, Ramagundam 010713","97/87, Gole Chowk, Ramagundam 010713",0.0,0.0,3690.92
1620,167,,2025-06-29,Delivered,"97/87, Gole Chowk, Ramagundam 010713","97/87, Gole Chowk, Ramagundam 010713",0.0,0.0,1092.27
1621,168,,2025-09-21,Delivered,"55/699, Gill Nagar, Bathinda 770272","55/699, Gill Nagar, Bathinda 770272",0.0,73.58,930.43
1622,168,,2026-01-24,Delivered,"55/699, Gill Nagar, Bathinda 770272","55/699, Gill Nagar, Bathinda 770272",0.0,0.0,2360.44
1623,168,85.0,2026-01-29,DELIVERED,"55/699, Gill Nagar, Bathinda 770272","55/699, Gill Nagar, Bathinda 770272",1766.64,0.0,10375.23
1624,168,,2026-08-17,Cancelled,"55/699, Gill Nagar, Bathinda 770272","55/699, Gill Nagar, Bathinda 770272",0.0,50.74,485.39
1625,169,,2025-12-10,Delivered,"H.No. 68, Ramachandran Street, Hindupur 450461","H.No. 68, Ramachandran Street, Hindupur 450461",0.0,0.0,1180.27
1626,169,,2026-01-26,Delivered,"H.No. 68, Ramachandran Street, Hindupur 450461","H.No. 68, Ramachandran Street, Hindupur 450461",0.0,87.05,860.14
1627,169,,2026-02-08,delivered,"H.No. 68, Ramachandran Street, Hindupur 450461","H.No. 68, Ramachandran Street, Hindupur 450461",0.0,0.0,4348.88
1628,169,,2026-02-28,Delivered,"H.No. 68, Ramachandran Street, Hindupur 450461","H.No. 68, Ramachandran Street, Hindupur 450461",0.0,91.04,783.13
1629,169,,2026-03-12,Delivered,"H.No. 68, Ramachandran Street, Hindupur 450461","H.No. 68, Ramachandran Street, Hindupur 450461",0.0,97.73,298.51
1630,169,82.0,2026-03-14,Delivered,"H.No. 68, Ramachandran Street, Hindupur 450461","H.No. 68, Ramachandran Street, Hindupur 450461",96.27,40.15,219.01
1631,169,,2026-05-13,Cancelled,"H.No. 68, Ramachandran Street, Hindupur 450461","H.No. 68, Ramachandran Street, Hindupur 450461",0.0,55.39,714.08
1632,169,62.0,2026-06-06,Delivered,"H.No. 68, Ramachandran Street, Hindupur 450461","H.No. 68, Ramachandran Street, Hindupur 450461",247.91,79.34,765.54
1633,169,,2026-06-10,Delivered,"H.No. 68, Ramachandran Street, Hindupur 450461","H.No. 68, Ramachandran Street, Hindupur 450461",0.0,0.0,1330.38
1634,169,,2026-06-27,Delivered,"H.No. 68, Ramachandran Street, Hindupur 450461","H.No. 68, Ramachandran Street, Hindupur 450461",0.0,0.0,4431.12
1635,169,,2026-07-23,Delivered,"H.No. 68, Ramachandran Street, Hindupur 450461","H.No. 68, Ramachandran Street, Hindupur 450461",0.0,0.0,3862.92
1636,169,44.0,2026-08-01,Delivered,"H.No. 68, Ramachandran Street, Hindupur 450461","H.No. 68, Ramachandran Street, Hindupur 450461",164.8,41.52,553.8
1637,169,,2026-08-25,Delivered,"H.No. 68, Ramachandran Street, Hindupur 450461","H.No. 68, Ramachandran Street, Hindupur 450461",0.0,0.0,1240.53
1638,169,33.0,2026-08-26,Delivered,"H.No. 68, Ramachandran Street, Hindupur 450461","H.No. 68, Ramachandran Street, Hindupur 450461",217.23,0.0,870.02
1639,170,,2024-05-20,Delivered,"H.No. 78, Narang Road, Navi Mumbai-307681","H.No. 78, Narang Road, Navi Mumbai-307681",0.0,0.0,1939.6
1640,170,47.0,2025-01-22,Delivered,"H.No. 78, Narang Road, Navi Mumbai-307681","H.No. 78, Narang Road, Navi Mumbai-307681",419.36,0.0,701.92
1641,170,,2025-10-05,Delivered,"H.No. 78, Narang Road, Navi Mumbai-307681","H.No. 78, Narang Road, Navi Mumbai-307681",0.0,0.0,5901.22
1642,171,,2026-06-27,delivered,"14/224, Aurora Zila, Tiruppur 854249","14/224, Aurora Zila, Tiruppur 854249",0.0,59.59,1005.3
1643,171,,2026-08-10,Delivered,"14/224, Aurora Zila, Tiruppur 854249","14/224, Aurora Zila, Tiruppur 854249",0.0,48.27,876.83
1644,172,8.0,2026-08-02,Delivered,"54/53, Brar Circle, Tezpur-171747","54/53, Brar Circle, Tezpur-171747",484.68,55.38,559.43
1645,172,,2026-08-02,Delivered,"54/53, Brar Circle, Tezpur-171747","54/53, Brar Circle, Tezpur-171747",0.0,0.0,1510.6
1646,172,30.0,2026-08-02,Delivered,"54/53, Brar Circle, Tezpur-171747","54/53, Brar Circle, Tezpur-171747",83.97,81.39,392.02
1647,172,,2026-08-03,Delivered,"54/53, Brar Circle, Tezpur-171747","54/53, Brar Circle, Tezpur-171747",0.0,0.0,1223.56
1648,173,,2025-08-18,Delivered,"H.No. 59, Datta, Machilipatnam-581487","H.No. 59, Datta, Machilipatnam-581487",0.0,0.0,2469.27
1649,174,,2026-09-11,Delivered,"19/719, Sheth, Miryalaguda-724619","19/719, Sheth, Miryalaguda-724619",0.0,0.0,4540.98
1650,175,,2024-12-11,Delivered,"549, Saran Road, Hubli–Dharwad-986240","549, Saran Road, Hubli–Dharwad-986240",0.0,47.51,823.71
1651,175,,2025-11-10,Delivered,"549, Saran Road, Hubli–Dharwad-986240","549, Saran Road, Hubli–Dharwad-986240",0.0,0.0,2743.56
1652,175,,2025-11-26,Delivered,"549, Saran Road, Hubli–Dharwad-986240","549, Saran Road, Hubli–Dharwad-986240",0.0,0.0,1031.45
1653,175,,2025-12-16,Delivered,"549, Saran Road, Hubli–Dharwad-986240","549, Saran Road, Hubli–Dharwad-986240",0.0,0.0,1443.48
1654,175,,2026-05-13,Delivered,"549, Saran Road, Hubli–Dharwad-986240","549, Saran Road, Hubli–Dharwad-986240",0.0,0.0,4704.1
1655,176,,2025-03-13,Delivered,"23, Rajagopalan Circle, Erode-422010","23, Rajagopalan Circle, Erode-422010",0.0,0.0,2679.23
1656,176,1.0,13 Mar 2025,Delivered,"23, Rajagopalan Circle, Erode-422010","23, Rajagopalan Circle, Erode-422010",1604.68,0.0,8801.79
1657,176,,2025-03-26,Delivered,"23, Rajagopalan Circle, Erode-422010","23, Rajagopalan Circle, Erode-422010",0.0,0.0,1087.25
1658,176,,2025-06-19,Delivered,"23, Rajagopalan Circle, Erode-422010","23, Rajagopalan Circle, Erode-422010",0.0,0.0,3417.53
1659,176,,2025-06-20,Delivered,"23, Rajagopalan Circle, Erode-422010","23, Rajagopalan Circle, Erode-422010",0.0,0.0,2270.49
1660,176,,2025-08-05,Delivered,"23, Rajagopalan Circle, Erode-422010","23, Rajagopalan Circle, Erode-422010",0.0,0.0,3021.33
1661,176,,2025-09-08,Cancelled,"23, Rajagopalan Circle, Erode-422010","23, Rajagopalan Circle, Erode-422010",0.0,0.0,2270.49
1662,176,,2025-11-01,Delivered,"23, Rajagopalan Circle, Erode-422010","23, Rajagopalan Circle, Erode-422010",0.0,0.0,2489.4
1663,176,,2026-02-10,Delivered,"23, Rajagopalan Circle, Erode-422010","23, Rajagopalan Circle, Erode-422010",0.0,0.0,2128.21
1664,176,,2026-05-06,Delivered,"23, Rajagopalan Circle, Erode-422010","23, Rajagopalan Circle, Erode-422010",0.0,65.88,266.66
1665,176,67.0,2026-06-26,Delivered,"23, Rajagopalan Circle, Erode-422010","23, Rajagopalan Circle, Erode-422010",107.28,50.88,319.35
1666,176,,2026-07-04,Delivered,"23, Rajagopalan Circle, Erode-422010","23, Rajagopalan Circle, Erode-422010",0.0,0.0,7572.28
1667,177,,2025-12-16,Cancelled,"690, Tara, Orai 689500","690, Tara, Orai 689500",0.0,62.7,749.92
1668,178,,2025-04-14,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,0.0,3907.85
1669,178,,2025-04-25,Cancelled,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,92.73,494.29
1670,178,22.0,2025-06-22,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",2577.07,0.0,2715.74
1671,178,,2025-07-05,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,42.19,880.57
1672,178,,2025-07-15,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,95.03,657.5
1673,178,,2025-07-26,Cancelled,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,87.76,1057.56
1674,178,65.0,2025-08-19,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",1021.86,0.0,3442.35
1675,178,,2025-08-20,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,0.0,1302.11
1676,178,,2025-08-21,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,0.0,2954.08
1677,178,,2025-08-29,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,0.0,1985.38
1678,178,,2025-09-11,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,0.0,1353.12
1679,178,,2025-09-18,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,67.25,848.05
1680,178,,2025-10-04,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,0.0,9781.83
1681,178,25.0,2025-10-14,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",1106.46,0.0,4848.66
1682,178,,2025-10-23,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,0.0,1989.31
1683,178,,2025-10-29,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,64.25,827.16
1684,178,,2025-11-02,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,0.0,1793.2
1685,178,,2025-11-07,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,0.0,1740.23
1686,178,26.0,2025-11-08,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",2036.51,0.0,3800.44
1687,178,,2025-11-22,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,0.0,1322.59
1688,178,,2025-12-25,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,0.0,2761.13
1689,178,27.0,2025-12-26,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",3765.41,0.0,4904.66
1690,178,,2025-12-30,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,62.88,296.46
1691,178,,2026-01-01,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,0.0,2972.8
1692,178,28.0,2026-01-06,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",669.14,0.0,4478.1
1693,178,29.0,2026-01-31,delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",491.58,0.0,1998.7
1694,178,,2026-03-01,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,59.63,761.09
1695,178,,2026-03-14,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,0.0,1338.76
1696,178,,2026-03-20,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,50.75,896.9
1697,178,,2026-03-30,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,0.0,2231.12
1698,178,,2026-04-19,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,0.0,1391.28
1699,178,17.0,2026-06-04,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",1026.51,0.0,1548.77
1700,178,29.0,2026-06-07,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",92.66,51.31,428.03
1701,178,,2026-08-11,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,0.0,1035.67
1702,178,,2026-08-16,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,0.0,1866.11
1703,178,,08/18/2026,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,0.0,1477.93
1704,178,94.0,2026-08-27,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",181.49,0.0,1333.48
1705,178,94.0,2026-08-29,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",795.31,0.0,5823.34
1706,178,,2026-09-04,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,75.23,997.65
1707,178,,2026-09-05,Delivered,"H.No. 80, Setty Chowk, Chapra 654420","H.No. 80, Setty Chowk, Chapra 654420",0.0,55.0,826.58
1708,179,47.0,2024-12-26,Delivered,"944, Atwal Road, Mahbubnagar 927524","944, Atwal Road, Mahbubnagar 927524",4719.03,0.0,7898.69
1709,179,18.0,2024-12-26,Delivered,"944, Atwal Road, Mahbubnagar 927524","944, Atwal Road, Mahbubnagar 927524",1221.32,0.0,1659.82
1710,179,,2025-01-30,Delivered,"944, Atwal Road, Mahbubnagar 927524","944, Atwal Road, Mahbubnagar 927524",0.0,0.0,1911.78
1711,179,,2025-02-10,Delivered,"944, Atwal Road, Mahbubnagar 927524","944, Atwal Road, Mahbubnagar 927524",0.0,0.0,2966.54
1712,179,,2025-02-23,Delivered,"944, Atwal Road, Mahbubnagar 927524","944, Atwal Road, Mahbubnagar 927524",0.0,0.0,1552.4
1713,179,,2025-02-25,Delivered,"944, Atwal Road, Mahbubnagar 927524","944, Atwal Road, Mahbubnagar 927524",0.0,0.0,2510.6
1714,179,16.0,2025-04-27,Delivered,"944, Atwal Road, Mahbubnagar 927524","944, Atwal Road, Mahbubnagar 927524",378.81,0.0,1648.02
1715,179,22.0,2025-06-15,Delivered,,"944, Atwal Road, Mahbubnagar 927524",966.68,0.0,1018.7
1716,179,90.0,2025-09-28,Delivered,"944, Atwal Road, Mahbubnagar 927524","944, Atwal Road, Mahbubnagar 927524",186.05,0.0,944.24
1717,179,,2025-10-17,Delivered,"944, Atwal Road, Mahbubnagar 927524","944, Atwal Road, Mahbubnagar 927524",0.0,0.0,4239.06
1718,179,27.0,2025-12-20,Delivered,"944, Atwal Road, Mahbubnagar 927524","944, Atwal Road, Mahbubnagar 927524",284.19,55.78,440.95
1719,179,,2025-12-27,Delivered,"944, Atwal Road, Mahbubnagar 927524","944, Atwal Road, Mahbubnagar 927524",0.0,0.0,1110.07
1720,179,,2025-12-29,Delivered,"944, Atwal Road, Mahbubnagar 927524","944, Atwal Road, Mahbubnagar 927524",0.0,87.71,863.91
1721,179,,2026-01-08,Delivered,"944, Atwal Road, Mahbubnagar 927524","944, Atwal Road, Mahbubnagar 927524",0.0,52.64,804.14
1722,179,,2026-02-17,Delivered,"944, Atwal Road, Mahbubnagar 927524","944, Atwal Road, Mahbubnagar 927524",0.0,73.77,599.68
1723,179,,2026-05-14,Delivered,"944, Atwal Road, Mahbubnagar 927524","944, Atwal Road, Mahbubnagar 927524",0.0,0.0,1721.2
1724,179,,2026-06-09,Delivered,"944, Atwal Road, Mahbubnagar 927524","944, Atwal Road, Mahbubnagar 927524",0.0,0.0,1675.18
1725,179,33.0,2026-08-27,Delivered,"944, Atwal Road, Mahbubnagar 927524","944, Atwal Road, Mahbubnagar 927524",581.3,0.0,2328.1
1726,180,36.0,2023-11-22,Cancelled,,"41/027, Soni Marg, Fatehpur 667428",198.47,82.54,635.57
1727,181,,2026-07-23,Delivered,"39, Venkatesh Ganj, Bokaro 800106","39, Venkatesh Ganj, Bokaro 800106",0.0,45.25,850.43
1728,182,,2025-10-28,Delivered,"92, Gour Zila, Durg 174654","92, Gour Zila, Durg 174654",0.0,75.04,744.42
1729,182,72.0,2025-12-06,Delivered,"92, Gour Zila, Durg 174654","92, Gour Zila, Durg 174654",33.39,81.83,291.84
1730,182,,2025-12-13,Delivered,"92, Gour Zila, Durg 174654","92, Gour Zila, Durg 174654",0.0,0.0,5301.63
1731,182,,2025-12-14,Delivered,"92, Gour Zila, Durg 174654","92, Gour Zila, Durg 174654",0.0,75.81,755.53
1732,182,,2026-01-05,Delivered,"92, Gour Zila, Durg 174654","92, Gour Zila, Durg 174654",0.0,0.0,1488.07
1733,182,54.0,2026-01-06,Delivered,"92, Gour Zila, Durg 174654","92, Gour Zila, Durg 174654",1331.94,0.0,2398.99
1734,182,54.0,2026-01-08,Delivered,"92, Gour Zila, Durg 174654","92, Gour Zila, Durg 174654",1139.87,0.0,2053.04
1735,182,,2026-01-16,Delivered,"92, Gour Zila, Durg 174654","92, Gour Zila, Durg 174654",0.0,0.0,4795.05
1736,182,74.0,2026-02-26,Delivered,"92, Gour Zila, Durg 174654","92, Gour Zila, Durg 174654",1784.94,0.0,3538.48
1737,182,,2026-03-21,Delivered,"92, Gour Zila, Durg 174654","92, Gour Zila, Durg 174654",0.0,0.0,2140.83
1738,182,,2026-03-23,Delivered,"92, Gour Zila, Durg 174654","92, Gour Zila, Durg 174654",0.0,40.7,341.72
1739,182,,2026-04-10,Delivered,"92, Gour Zila, Durg 174654","92, Gour Zila, Durg 174654",0.0,0.0,1164.56
1740,182,,2026-05-23,Delivered,"92, Gour Zila, Durg 174654","92, Gour Zila, Durg 174654",0.0,0.0,1087.25
1741,182,,2026-06-21,DELIVERED,"92, Gour Zila, Durg 174654","92, Gour Zila, Durg 174654",0.0,94.6,1065.37
1742,182,,2026-06-23,Delivered,"92, Gour Zila, Durg 174654","92, Gour Zila, Durg 174654",0.0,77.64,705.82
1743,182,,2026-08-10,Delivered,"92, Gour Zila, Durg 174654","92, Gour Zila, Durg 174654",0.0,0.0,5464.44
1744,182,,24-08-2026,Delivered,"92, Gour Zila, Durg 174654","92, Gour Zila, Durg 174654",0.0,0.0,3774.73
1745,182,,2026-08-28,Delivered,"92, Gour Zila, Durg 174654","92, Gour Zila, Durg 174654",0.0,0.0,13267.31
1746,183,83.0,2025-12-07,Delivered,"863, Cherian, Rampur-011947","863, Cherian, Rampur-011947",497.33,0.0,811.43
1747,183,,2026-01-03,Delivered,"863, Cherian, Rampur-011947","863, Cherian, Rampur-011947",0.0,0.0,9521.89
1748,183,54.0,2026-01-05,Delivered,"863, Cherian, Rampur-011947","863, Cherian, Rampur-011947",1111.73,0.0,2002.35
1749,183,93.0,2026-01-09,Delivered,"863, Cherian, Rampur-011947","863, Cherian, Rampur-011947",73.31,52.99,243.77
1750,183,,2026-02-12,Delivered,"863, Cherian, Rampur-011947","863, Cherian, Rampur-011947",0.0,0.0,4508.0
1751,183,,2026-03-09,Delivered,"863, Cherian, Rampur-011947","863, Cherian, Rampur-011947",0.0,0.0,7204.43
1752,183,83.0,2026-03-30,Delivered,"863, Cherian, Rampur-011947","863, Cherian, Rampur-011947",257.09,68.13,487.6
1753,183,,2026-04-16,Delivered,"863, Cherian, Rampur-011947","863, Cherian, Rampur-011947",0.0,0.0,3621.45
1754,183,,2026-07-05,Delivered,"863, Cherian, Rampur-011947","863, Cherian, Rampur-011947",0.0,0.0,9685.12
1755,183,,2026-07-07,Delivered,"863, Cherian, Rampur-011947","863, Cherian, Rampur-011947",0.0,0.0,2481.06
1756,183,32.0,2026-08-15,Delivered,"863, Cherian, Rampur-011947","863, Cherian, Rampur-011947",105.46,41.34,372.2
1757,184,,2026-06-23,Delivered,"H.No. 671, Wason, Thoothukudi 601585","H.No. 671, Wason, Thoothukudi 601585",0.0,0.0,2725.44
1758,185,,2025-12-25,Delivered,"093, Ramachandran Chowk, Panvel-787005","093, Ramachandran Chowk, Panvel-787005",0.0,0.0,2096.95
1759,185,,2026-04-02,Delivered,"093, Ramachandran Chowk, Panvel-787005","093, Ramachandran Chowk, Panvel-787005",0.0,0.0,3777.9
1760,185,79.0,2026-05-05,Delivered,"093, Ramachandran Chowk, Panvel-787005","093, Ramachandran Chowk, Panvel-787005",267.17,0.0,1773.87
1761,185,,2026-05-28,Delivered,"093, Ramachandran Chowk, Panvel-787005","093, Ramachandran Chowk, Panvel-787005",0.0,55.19,750.83
